Training on dataset data/CE_train_E1.h5
cuda:0
models/GNN_CE_E1_xresolution100-200_n6_s0.01_tw25_unrolling2_time412151.pt
Number of parameters: 1031645
Epoch 0
Starting epoch 0...
Training Loss (progress: 0.00): 0.9523654708167589
Training Loss (progress: 0.08): 0.19616967884445147
Training Loss (progress: 0.16): 0.16726715868686604
Training Loss (progress: 0.24): 0.14029076001408033
Training Loss (progress: 0.32): 0.13329040599186764
Training Loss (progress: 0.40): 0.12022731324420491
Training Loss (progress: 0.48): 0.10935798705719106
Training Loss (progress: 0.56): 0.11076708213060096
Training Loss (progress: 0.64): 0.09934165839696066
Training Loss (progress: 0.72): 0.097713907195779
Training Loss (progress: 0.80): 0.09255823755982387
Training Loss (progress: 0.88): 0.0965967690483859
Training Loss (progress: 0.96): 0.08095283977887699
Evaluation on validation dataset:
Step 25, mean loss 0.12799859207138026
Step 50, mean loss 0.08828467917156005
Step 75, mean loss 0.09467797136744605
Step 100, mean loss 0.11978641616133782
Step 125, mean loss 0.11558037509968196
Step 150, mean loss 0.12465013344977363
Step 175, mean loss 0.1948167545839834
Step 200, mean loss 0.3669636907922103
Step 225, mean loss 0.3452340610081147
Unrolled forward losses 8.13129895071376
Unrolled forward base losses 2.565701273852575
Evaluation on test dataset:
Step 25, mean loss 0.1081104632689021
Step 50, mean loss 0.06923883142221436
Step 75, mean loss 0.08214683046346463
Step 100, mean loss 0.10164027932366064
Step 125, mean loss 0.19910404365809647
Step 150, mean loss 0.12489161756705748
Step 175, mean loss 0.1700101721067117
Step 200, mean loss 0.20124732355852046
Step 225, mean loss 0.26935261772706987
Unrolled forward losses 6.545800600991161
Unrolled forward base losses 2.5892662621222584
Saved model at models/GNN_CE_E1_xresolution100-200_n6_s0.01_tw25_unrolling2_time412151.pt

Epoch 1
Starting epoch 1...
Training Loss (progress: 0.00): 0.17803358080099094
Training Loss (progress: 0.08): 0.16645951934131537
Training Loss (progress: 0.16): 0.1829000932569623
Training Loss (progress: 0.24): 0.18142140849333685
Training Loss (progress: 0.32): 0.17150872147750296
Training Loss (progress: 0.40): 0.1516909029126
Training Loss (progress: 0.48): 0.1712652188675881
Training Loss (progress: 0.56): 0.16174501022327523
Training Loss (progress: 0.64): 0.16437948122258422
Training Loss (progress: 0.72): 0.15283165485973485
Training Loss (progress: 0.80): 0.15780785377989692
Training Loss (progress: 0.88): 0.14685707501951492
Training Loss (progress: 0.96): 0.14113335146012226
Evaluation on validation dataset:
Step 25, mean loss 0.10569931979327328
Step 50, mean loss 0.09553999215242354
Step 75, mean loss 0.11529246866056495
Step 100, mean loss 0.11285286047040777
Step 125, mean loss 0.09799949446104467
Step 150, mean loss 0.11627800893624289
Step 175, mean loss 0.15824134943598536
Step 200, mean loss 0.47643497052196715
Step 225, mean loss 0.3464674325373326
Unrolled forward losses 4.32582477270874
Unrolled forward base losses 2.565701273852575
Evaluation on test dataset:
Step 25, mean loss 0.09327529654472658
Step 50, mean loss 0.08219718793394432
Step 75, mean loss 0.08877174795986752
Step 100, mean loss 0.10061857620961011
Step 125, mean loss 0.09787608101090184
Step 150, mean loss 0.10270682653967067
Step 175, mean loss 0.2230524841700806
